attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,class
0,0,0,120,1,0,0,1,0,0,0,0,0,0,624,0,0,0,1,0,0,0,0,0,322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,212,0,1,0,0,0,0,0,0,-1
0,0,1,70,1,0,0,1,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,0,422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,-1
0,0,0,124,0,0,0,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,474,0,0,0,1,0,0,0,0,1
0,0,0,209,0,0,0,0,0,0,0,1,0,0,250,1,0,0,0,0,0,0,0,1,744,0,0,1,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,70,0,0,0,1,0,0,0,0,0,0,562,1,0,0,0,0,0,1,0,0,655,0,0,0,0,0,1,0,0,0,0,1,0,0,0,605,0,0,0,1,0,0,0,0,1
0,0,0,81,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,0,0,466,0,0,0,0,1,0,0,0,0,1,0,0,0,0,505,1,0,0,0,0,0,0,0,-1
0,0,0,182,0,0,0,1,0,0,0,0,0,0,624,0,0,0,1,0,0,0,0,0,311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,353,1,0,0,0,0,1,0,0,-1
0,0,1,18,0,0,0,1,0,0,0,0,0,0,812,1,0,0,1,0,0,0,0,0,444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,68,0,0,0,1,0,0,1,0,0,0,624,1,0,0,0,0,0,0,0,0,588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,1,0,0,1
0,0,1,169,1,1,0,1,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,124,0,0,0,1,0,0,0,0,0,0,562,1,1,0,0,0,0,0,0,0,566,0,0,1,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,82,0,0,0,1,1,0,0,0,0,0,624,0,0,0,1,0,0,0,0,0,566,0,0,0,0,0,0,33,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,1,-1
0,0,0,74,0,1,1,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,151,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,1,0,444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,636,0,0,0,1,0,0,0,0,-1
0,0,0,179,0,0,0,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,1,242,1,0,0,1,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,1,-1
0,0,0,106,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,1,733,0,0,1,0,0,0,0,0,1,0,0,0,0,0,404,1,0,0,0,0,0,0,1,-1
0,0,0,108,1,0,0,0,0,0,1,0,0,0,562,0,0,0,0,0,0,0,0,1,555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,1,-1
0,0,0,103,0,0,0,1,0,453,0,0,0,0,812,1,0,0,1,0,0,0,0,0,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,605,0,0,0,1,0,1,0,0,1
0,0,0,59,0,0,0,0,0,0,0,0,0,0,125,1,0,0,1,0,0,0,1,0,722,0,0,0,0,0,1,0,1,0,0,0,0,1,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,287,0,0,1,0,0,0,0,0,0,0,562,0,0,0,1,0,0,0,1,1,333,0,1,0,0,0,0,999,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,1
0,0,1,201,0,0,0,1,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,477,0,0,1,0,1,0,0,0,0,0,0,0,0,0,343,1,0,0,0,0,0,0,0,-1
0,0,0,28,0,1,0,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,1,134,0,0,0,1,0,0,0,0,0,0,562,1,0,0,0,0,0,0,0,0,300,0,0,1,0,0,1,0,0,0,0,0,0,0,0,383,0,0,0,1,0,0,0,0,-1
0,0,0,69,0,0,0,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,1,1,110,0,0,0,1,0,0,0,0,0,0,562,0,0,1,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,135,0,0,0,0,0,0,0,0,0,0,437,1,1,0,1,0,0,0,0,1,311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,263,0,0,0,0,0,0,0,0,0,0,749,0,0,0,1,0,0,1,0,1,333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,71,0,0,0,0,0,0,0,0,0,0,562,1,0,0,1,0,0,1,0,1,411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,1,81,0,0,1,1,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,0,244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,240,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,0,0,677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,1,0,1,0,0,0,0,-1
0,0,0,138,0,0,0,1,0,0,0,0,0,0,562,0,0,0,1,1,0,1,0,0,644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,66,0,0,0,1,0,0,0,0,0,0,375,0,0,0,1,0,0,0,1,0,366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,363,1,0,0,0,0,0,0,0,-1
0,0,0,116,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,0,0,411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,1,1,0,0,0,0,0,0,-1
0,0,0,120,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,494,0,0,0,1,0,1,0,0,1
0,0,0,368,0,0,0,0,1,0,0,0,0,0,812,1,0,0,0,0,0,0,0,1,588,0,0,1,0,0,1,0,0,0,0,0,0,0,0,353,0,0,0,1,0,0,0,0,-1
0,0,0,215,1,0,0,1,0,0,0,0,0,0,624,0,0,0,1,0,0,0,0,0,599,0,0,0,0,1,0,0,1,0,0,0,0,0,0,404,0,0,0,0,0,1,0,0,-1
0,1,1,221,0,0,0,0,0,0,0,0,0,0,562,1,0,0,0,0,0,0,0,1,411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,1,107,0,0,0,1,0,0,0,0,0,0,562,1,0,0,0,0,0,0,0,0,755,0,0,1,0,0,1,0,0,0,0,0,0,0,0,151,0,0,0,1,0,0,0,0,-1
0,0,0,25,0,0,0,1,0,0,0,0,0,0,562,1,0,0,0,0,0,0,0,0,744,0,0,0,0,0,1,0,0,0,1,0,0,0,0,404,0,0,0,1,1,0,0,0,-1
0,0,0,26,0,0,1,1,0,0,0,0,0,0,437,1,0,0,1,0,0,0,0,0,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,1,0,0,0,0,0,0,-1
0,0,1,158,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,0,0,233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,55,0,0,0,0,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,1,311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,1,0,0,0,0,0,0,-1
0,0,0,30,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,477,0,0,0,0,0,1,0,0,1,0,0,0,0,0,605,0,0,0,1,0,0,0,0,-1
0,1,0,170,1,0,0,1,0,0,0,0,0,0,874,1,0,0,0,0,0,1,0,0,566,0,0,0,0,0,0,0,1,0,0,0,0,0,0,505,0,0,0,0,0,0,0,1,1
0,0,0,49,0,0,1,0,0,0,0,0,0,0,562,0,0,0,1,0,0,1,0,0,344,0,1,0,1,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,117,1,1,0,1,1,0,0,0,0,0,812,0,0,0,1,0,0,0,0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,-1
0,0,0,108,0,0,1,1,0,0,0,0,0,0,437,1,0,0,1,0,0,0,0,0,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,0,0,0,0,0,0,-1
0,0,0,65,0,0,0,1,1,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,25,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,1,0,0,-1
0,1,0,148,0,0,0,1,0,0,0,1,0,0,812,1,0,0,0,0,0,0,0,0,577,0,0,0,0,0,1,0,0,0,0,0,0,0,0,454,0,0,0,1,0,0,0,0,1
0,0,0,76,0,0,0,1,1,0,0,0,0,0,937,1,0,0,1,0,0,0,0,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,605,0,0,0,1,0,0,0,0,1
0,0,0,133,0,0,0,1,0,0,0,0,0,0,562,1,1,0,1,0,0,0,0,0,444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,146,0,0,0,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,118,0,0,0,1,0,0,0,0,0,0,562,1,1,0,1,0,0,0,0,0,677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,215,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,511,0,0,0,0,0,1,73,0,1,0,0,0,0,0,454,0,0,0,1,0,0,0,0,1
0,0,0,135,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,1,0,0,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,197,0,0,0,0,0,0,0,0,0,0,624,1,1,0,0,0,0,0,0,1,311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,1,0,0,0,-1
0,0,0,69,0,0,0,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,233,0,0,0,1,1,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,484,0,0,0,1,0,0,0,0,1
0,0,0,140,0,0,0,1,0,0,0,0,0,0,624,1,1,0,1,0,0,0,0,0,488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,224,0,0,0,1,0,0,0,0,0,0,624,1,0,0,0,0,0,0,0,0,500,0,0,1,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,1,0,0,1
0,0,0,125,1,0,0,1,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,0,389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,1,0,0,-1
0,0,0,260,0,0,0,1,0,0,0,0,1,0,624,1,0,0,0,0,0,0,0,0,566,0,0,0,0,1,0,0,1,0,0,0,0,0,0,81,1,0,0,0,1,0,0,0,1
0,1,0,44,0,0,0,1,1,0,0,0,0,0,937,1,0,0,0,0,0,0,0,0,433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,555,1,0,0,0,0,0,0,0,1
0,0,0,113,1,0,0,1,0,0,0,0,0,0,562,0,1,0,1,0,0,0,0,0,322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,169,0,0,0,1,1,0,0,0,0,0,624,0,0,0,1,0,0,0,0,0,278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81,1,0,0,0,0,0,0,0,-1
0,0,0,268,0,0,0,1,0,0,0,0,1,0,687,1,0,0,1,0,0,0,0,0,377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,535,0,0,0,1,0,0,0,0,-1
0,0,0,200,0,0,0,0,0,459,0,0,0,0,562,0,0,0,1,0,0,0,0,1,400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,1,0,0,0,0,0,0,-1
0,0,0,94,0,0,0,1,0,0,0,0,0,0,812,1,0,0,0,0,0,1,0,0,733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,1,0,0,0,1
0,0,0,133,0,0,0,1,0,0,0,0,0,0,812,1,0,0,1,0,0,0,0,0,488,0,0,0,0,0,1,150,0,0,0,0,0,0,0,605,0,0,0,1,0,1,0,0,1
0,0,0,71,0,0,0,0,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,488,0,0,0,0,0,1,0,1,0,0,0,0,1,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,105,0,0,1,1,1,0,0,0,0,0,812,1,0,0,1,0,0,0,0,0,344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,-1
0,0,0,117,0,0,0,1,1,0,0,0,0,0,874,0,0,0,1,0,0,0,0,0,611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,144,0,0,0,1,0,0,0,0,0,0,812,1,0,0,1,0,0,1,0,0,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,424,0,0,0,1,0,0,0,0,1
0,0,0,304,0,0,0,1,0,0,0,0,0,0,375,1,0,0,1,0,0,0,1,0,311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,156,0,0,1,1,0,0,0,0,0,0,624,0,0,0,1,0,0,0,0,0,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,353,0,1,0,0,0,0,0,0,-1
0,0,0,132,0,0,0,1,0,436,0,0,0,0,812,1,1,0,1,0,0,0,0,0,477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,213,0,0,1,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,0,0,433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,1,0,0,-1
0,0,0,209,0,0,0,1,0,0,1,0,0,0,812,1,0,0,0,0,0,0,0,0,422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,373,0,0,0,1,0,1,0,0,-1
0,0,0,201,1,0,0,0,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,1,344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,1,0,0,-1
0,0,0,58,0,0,0,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,207,0,0,1,1,0,0,0,0,0,0,749,1,0,0,1,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,202,0,1,0,0,0,0,0,0,-1
0,0,0,126,0,0,0,1,0,0,0,0,0,0,874,1,0,0,1,0,0,1,0,0,466,0,0,0,0,0,1,150,1,0,0,0,0,0,0,505,0,0,0,1,0,0,0,0,1
0,0,0,62,0,0,0,1,0,0,0,0,1,0,624,1,0,0,1,0,0,0,0,0,422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,414,0,0,0,1,0,0,0,0,-1
0,0,0,52,0,0,0,1,0,0,0,0,1,0,562,1,0,0,0,0,0,0,0,0,422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,1,0,0,0,1
0,1,1,123,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,1,477,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,253,0,0,0,1,0,0,0,0,0,0,687,1,0,0,1,0,0,1,0,0,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,505,1,0,0,0,0,0,0,0,-1
0,0,0,130,0,0,1,1,0,0,0,0,0,0,812,0,0,0,1,0,0,1,0,0,266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,-1
0,0,0,111,0,1,0,1,0,0,0,0,0,0,812,1,0,0,1,0,0,1,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,1,0,0,0,0,0,0,0,1
0,0,0,102,0,0,0,1,0,0,0,0,0,0,624,1,0,0,0,0,0,0,0,0,588,0,0,0,0,0,1,0,0,0,1,0,0,0,0,505,0,0,0,1,1,0,0,0,-1
0,0,0,188,0,0,0,1,0,0,0,0,0,0,562,1,1,0,1,0,0,0,0,0,355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,226,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,411,0,0,0,0,0,1,0,0,1,0,0,0,0,0,505,0,0,0,1,0,0,0,0,-1
0,0,0,133,0,0,0,1,0,0,0,1,0,0,624,1,0,0,0,0,0,0,0,0,244,0,0,1,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,144,1,0,0,1,1,430,1,0,0,0,812,1,0,0,0,0,0,0,0,0,466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,-1
0,0,0,124,0,0,0,1,0,0,0,0,0,0,812,1,0,0,1,0,0,1,0,0,389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,505,1,0,0,0,0,0,0,0,-1
0,0,0,183,0,0,0,1,0,0,0,0,0,0,812,1,0,0,0,0,0,0,0,0,433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,505,0,0,0,1,1,1,0,0,1
0,0,0,282,0,0,0,1,0,0,1,0,0,0,624,0,0,0,0,0,0,0,0,0,511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,1,0,0,-1
0,0,1,129,0,0,0,1,0,0,0,0,0,0,812,0,0,0,1,0,0,0,0,0,311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,239,0,0,0,1,0,0,0,0,0,0,874,1,0,0,1,0,0,0,0,0,533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,1,0,0,-1
0,0,1,153,0,0,0,1,0,0,0,0,0,0,812,1,0,0,0,0,0,0,0,0,278,0,0,1,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,72,0,0,0,1,0,0,0,0,1,0,687,0,0,1,1,0,0,0,0,0,488,0,0,0,0,0,0,44,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,130,0,0,1,1,0,0,0,0,0,0,562,1,1,0,1,0,0,0,0,0,278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,123,0,0,0,1,0,0,0,0,1,0,687,1,0,0,1,0,0,0,0,0,411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,454,1,0,0,0,0,0,0,0,-1
0,0,0,14,0,0,0,1,0,0,0,1,0,0,562,1,0,0,1,0,0,0,0,0,599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,257,0,0,0,1,0,0,0,0,0,0,812,1,0,0,1,0,0,0,0,0,377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,1,0,0,1
0,0,0,143,0,0,0,0,0,0,0,0,0,0,687,1,0,0,1,0,0,0,0,1,389,1,0,0,0,0,1,0,1,0,0,0,0,0,0,383,0,0,0,1,0,0,0,0,-1
0,0,0,158,0,0,0,1,0,0,0,0,0,0,624,0,0,0,1,1,0,0,0,0,355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,1,0,0,-1
0,0,0,171,0,0,1,1,0,0,0,0,0,0,437,1,0,0,0,0,0,1,0,0,311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,1,0,0,0,-1
0,0,0,61,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,255,1,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,64,0,0,1,1,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,0,233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,1,0,0,0,0,0,0,-1
0,0,0,98,0,0,0,1,0,0,0,0,0,0,874,1,0,0,1,0,0,0,0,0,566,0,0,0,0,0,1,0,0,0,0,0,0,0,0,505,0,0,0,1,0,1,0,0,1
0,0,0,134,0,0,0,1,0,0,0,0,1,0,687,1,0,0,0,0,0,0,0,0,455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,656,0,0,0,1,1,0,0,0,-1
0,0,1,139,1,0,0,1,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,0,477,0,1,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,-1
0,0,0,114,0,0,0,1,0,0,0,0,0,0,187,1,1,0,1,0,0,0,0,0,710,0,0,0,0,0,1,21,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,172,0,0,0,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,605,1,0,0,0,0,0,0,0,-1
0,1,0,119,0,0,0,1,0,0,0,0,1,0,562,1,0,0,0,0,0,0,0,0,355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,555,0,0,0,1,0,0,0,0,1
0,0,0,218,0,0,1,0,0,0,0,0,0,0,562,1,0,0,0,0,0,0,1,1,222,0,1,1,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,1,120,0,0,0,1,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,0,344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,209,0,0,0,1,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,0,588,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,1,1,0,0,0,0,0,0,-1
0,0,0,78,0,0,0,1,1,0,0,0,0,0,812,1,0,0,1,0,0,0,0,0,733,0,0,0,0,0,1,106,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
